"","GO0043565_sequence_specific_DNA_binding"
"Q14761_IDR_92_188",0.491589423142155
"Q14764_IDR_853_893",1
"Q14766_IDR_1_170",0.377080379933277
"Q14766_IDR_212_328",0.339082324596242
"Q14766_IDR_758_817",0.283837295470481
"Q14767_IDR_233_296",0.448507790310443
"Q14767_IDR_45_165",0.551492209689557
"Q14773_IDR_1_38",1
"Q14774_IDR_328_488",0.317372925823821
"Q14774_IDR_53_173",0.682627074176179
"Q14781_IDR_64_490",1
"Q14789_IDR_1_194",0.108614477124803
"Q14789_IDR_1442_1474",0.152857613687482
"Q14789_IDR_1584_1873",0.130056944726885
"Q14789_IDR_205_718",0.112710632607054
"Q14789_IDR_2763_2798",0.128192185228427
"Q14789_IDR_871_1329",0.104701185731273
"Q14849_IDR_1_44",1
"Q14865_IDR_1033_1070",0.252441886904824
"Q14865_IDR_243_323",0.285146361597853
"Q14865_IDR_410_1030",0.462411751497323
"Q14872_IDR_1_169",0.47594939810149
"Q14872_IDR_232_558",0.350647617828528
"Q14872_IDR_639_714",0.173402984069982
"Q14896_IDR_99_150",1
"Q14919_IDR_93_205",1
"Q14929_IDR_68_231",1
"Q14934_IDR_50_373",0.304903746262858
"Q14934_IDR_691_872",0.695096253737142
"Q14938_IDR_188_221",0.275782215298317
"Q14938_IDR_223_406",0.455057567837947
"Q14938_IDR_410_502",0.269160216863736
"Q14940_IDR_543_885",1
"Q14956_IDR_1_42",1
"Q14957_IDR_871_1044",1
"Q14966_IDR_1082_1918",0.164787563235134
"Q14966_IDR_1_906",0.227490521234262
"Q14966_IDR_1939_1978",0.325186703747406
"Q14966_IDR_939_1024",0.282535211783198
"Q14973_IDR_313_349",1
"Q149N8_IDR_513_650",0.587599573185085
"Q14BN4_IDR_292_527",0.220933359495756
"Q14BN4_IDR_537_567",0.243342567742905
"Q14BN4_IDR_679_734",0.264028460260144
"Q14BN4_IDR_797_828",0.271695612501196
"Q14C86_IDR_445_514",0.513435218736862
"Q14C86_IDR_521_1117",0.486564781263138
"Q14C87_IDR_800_911",0.326123195663933
"Q14C87_IDR_944_1069",0.673876804336067
"Q14CB8_IDR_323_494",1
"Q14CM0_IDR_524_1298",1
"Q14CN2_IDR_870_919",1
"Q14CN4_IDR_1_75",0.501878949152743
"Q14CN4_IDR_455_511",0.498121050847257
"Q14CS0_IDR_1_60",1
"Q14CW9_IDR_107_347",0.616016398308598
"Q14CW9_IDR_51_84",0.383983601691402
"Q14CZ0_IDR_152_275",1
"Q14CZ8_IDR_267_416",1
"Q14D04_IDR_368_540",1
"Q15013_IDR_1_48",1
"Q15014_IDR_1_113",1
"Q15018_IDR_252_415",1
"Q15020_IDR_1_91",0.351348820173813
"Q15020_IDR_583_694",0.301566201825209
"Q15020_IDR_879_950",0.347084978000978
"Q15021_IDR_1296_1401",0.279541397675339
"Q15021_IDR_547_611",0.383654965563937
"Q15021_IDR_953_988",0.336803636760725
"Q15022_IDR_1_78",0.444571374513616
"Q15022_IDR_366_423",0.264907613057796
"Q15022_IDR_689_739",0.290521012428588
"Q15025_IDR_12_636",1
"Q15027_IDR_367_402",0.540578088792655
"Q15027_IDR_524_568",0.459421911207345
"Q15029_IDR_1_55",1
"Q15032_IDR_1_144",0.204440387131527
"Q15032_IDR_259_640",0.36416024055452
"Q15032_IDR_761_979",0.431399372313953
"Q15038_IDR_1_132",1
"Q15059_IDR_148_306",0.20056555377669
"Q15059_IDR_417_570",0.198316140438927
"Q15059_IDR_641_726",0.367433032200761
"Q15061_IDR_409_458",0.50864274966717
"Q15061_IDR_600_677",0.49135725033283
"Q15075_IDR_1_147",1
"Q15078_IDR_8_138",1
"Q15109_IDR_368_404",1
"Q15111_IDR_1065_1095",0.347516582080586
"Q15111_IDR_1_103",0.313007595592701
"Q15111_IDR_545_575",0.339475822326713
"Q15113_IDR_281_311",1
"Q15118_IDR_1_40",1
"Q15121_IDR_88_130",1
"Q15139_IDR_1_44",0.33397405209591
"Q15139_IDR_196_252",0.326024765947667
"Q15139_IDR_329_419",0.340001181956423
"Q15147_IDR_456_556",0.544138296214263
"Q15147_IDR_839_1103",0.455861703785737
"Q15291_IDR_408_538",0.477793407577517
"Q15293_IDR_1_58",1
"Q15303_IDR_1152_1206",0.605370385772417
"Q15303_IDR_990_1150",0.394629614227583
"Q15306_IDR_133_191",1
"Q15311_IDR_1_182",0.508124356876355
"Q15311_IDR_378_655",0.491875643123645
"Q15319_IDR_1_186",1
"Q15323_IDR_366_416",1
"Q15326_IDR_360_491",1
"Q15329_IDR_1_53",0.442337180725372
"Q15329_IDR_233_311",0.557662819274628
"Q15334_IDR_645_719",0.440329843710179
"Q15334_IDR_955_1064",0.559670156289821
"Q15345_IDR_257_409",1
"Q15361_IDR_1_105",0.358766566204607
"Q15361_IDR_129_499",0.282082886622952
"Q15361_IDR_868_905",0.359150547172441
"Q15388_IDR_30_61",1
"Q15389_IDR_1_35",1
"Q15428_IDR_216_464",1
"Q15431_IDR_1_117",0.466717830748684
"Q15431_IDR_706_946",0.533282169251316
"Q15434_IDR_1_53",0.577401148575914
"Q15434_IDR_370_407",0.422598851424086
"Q15435_IDR_1_70",1
"Q15459_IDR_106_140",0.207004595205678
"Q15459_IDR_1_37",0.293431339767579
"Q15459_IDR_316_406",0.203998682212354
"Q15459_IDR_532_689",0.295565382814389
"Q15464_IDR_1_187",0.506723244732204
"Q15464_IDR_189_387",0.493276755267796
"Q15465_IDR_1_41",0.515766185421573
"Q15465_IDR_395_427",0.484233814578427
"Q15468_IDR_1074_1270",0.405743275506287
"Q15468_IDR_372_1067",0.594256724493713
"Q15475_IDR_161_284",1
"Q15477_IDR_190_278",1
"Q15506_IDR_56_151",1
"Q15596_IDR_1_37",0.213730860845517
"Q15596_IDR_376_1433",0.786269139154483
"Q15599_IDR_245_326",1
"Q155Q3_IDR_128_335",0.496126221436473
"Q155Q3_IDR_460_598",0.503873778563527
"Q15628_IDR_145_203",1
"Q15629_IDR_326_374",1
"Q15633_IDR_100_156",0.48105506388495
"Q15633_IDR_230_260",0.518944936115051
"Q15637_IDR_294_639",1
"Q15642_IDR_288_386",0.474285292719254
"Q15642_IDR_472_538",0.525714707280746
"Q15643_IDR_1175_1215",0.107065104436273
"Q15643_IDR_1224_1360",0.103851951757978
"Q15643_IDR_1_422",0.179787349273682
"Q15643_IDR_1814_1950",0.0997172615561025
"Q15643_IDR_437_468",0.106896936071272
"Q15643_IDR_590_642",0.119403714370087
"Q15643_IDR_836_899",0.165822535248314
"Q15643_IDR_970_1011",0.117455147286293
"Q15699_IDR_153_225",0.263005554342501
"Q15699_IDR_228_326",0.402865037224454
"Q15714_IDR_1_1073",1
"Q15722_IDR_307_352",1
"Q15723_IDR_138_205",0.495331941544105
"Q15723_IDR_302_434",0.504668058455895
"Q15726_IDR_16_138",1
"Q15735_IDR_1_415",0.356931584631719
"Q15735_IDR_842_1006",0.643068415368281
"Q15738_IDR_1_35",1
"Q15742_IDR_108_343",0.263943403800825
"Q15742_IDR_1_35",0.237250554041949
"Q15742_IDR_354_525",0.498806042157226
"Q15743_IDR_309_365",1
"Q15744_IDR_1_226",1
"Q15746_IDR_1191_1231",0.199495260058998
"Q15746_IDR_1767_1803",0.21240607118986
"Q15746_IDR_257_333",0.223522146166181
"Q15746_IDR_367_408",0.188363212490213
"Q15746_IDR_920_1094",0.176213310094748
"Q15784_IDR_194_382",0.846716977826649
"Q15788_IDR_1_33",0.305661770084504
"Q15788_IDR_368_1392",0.694338229915496
"Q15797_IDR_195_246",1
"Q15811_IDR_109_210",0.198389146882447
"Q15811_IDR_312_380",0.19416162435086
"Q15811_IDR_660_737",0.291720459619347
"Q15811_IDR_808_910",0.315728769147346
"Q15814_IDR_138_177",0.529074011596509
"Q15814_IDR_1_55",0.470925988403491
"Q15818_IDR_88_199",1
"Q15825_IDR_360_417",1
"Q15828_IDR_1_31",1
"Q15831_IDR_346_433",1
"Q15834_IDR_149_202",1
"Q15842_IDR_1_31",0.482987730149905
"Q15842_IDR_361_424",0.517012269850095
"Q15848_IDR_1_108",1
"Q15849_IDR_1_87",0.51527007198085
"Q15849_IDR_443_550",0.48472992801915
"Q15911_IDR_1046_1087",0.0452843986827456
"Q15911_IDR_1107_1958",0.163414824602514
"Q15911_IDR_1961_2643",0.128806163798298
"Q15911_IDR_2690_2728",0.0446896143880485
"Q15911_IDR_2741_2948",0.131780093486735
"Q15911_IDR_2998_3465",0.0729072976297558
"Q15911_IDR_345_949",0.175606673168825
"Q15911_IDR_3468_3703",0.0506890678350896
"Q15911_IDR_951_1039",0.0570289114375353
"Q15915_IDR_1_165",0.590637108504174
"Q16281_IDR_1_154",1
"Q16322_IDR_1_78",0.517182868773024
"Q16322_IDR_469_511",0.482817131226976
"Q16348_IDR_1_38",1
"Q16352_IDR_1_81",0.346385255161725
"Q16352_IDR_413_499",0.653614744838275
"Q16384_IDR_73_173",1
"Q16385_IDR_74_188",1
"Q16445_IDR_334_410",1
"Q16478_IDR_857_980",1
"Q16512_IDR_175_207",0.25430416097936
"Q16512_IDR_345_386",0.241576240183283
"Q16512_IDR_525_608",0.27988546095247
"Q16512_IDR_96_167",0.224234137884887
"Q16513_IDR_109_169",0.343578156335523
"Q16513_IDR_486_516",0.330259307905007
"Q16513_IDR_523_649",0.326162535759469
"Q16514_IDR_1_55",1
"Q16520_IDR_1_46",0.34676133366673
"Q16568_IDR_1_47",1
"Q16572_IDR_475_532",0.643768178498986
"Q16572_IDR_68_118",0.356231821501014
"Q16584_IDR_1_40",0.502858397920887
"Q16584_IDR_414_847",0.497141602079113
"Q16585_IDR_1_61",1
"Q16586_IDR_346_387",1
"Q16587_IDR_1_38",0.463290524926033
"Q16587_IDR_96_245",0.536709475073967
"Q16589_IDR_294_344",1
"Q16594_IDR_130_264",1
"Q16595_IDR_1_88",1
"Q16600_IDR_1_234",1
"Q16610_IDR_20_159",1
"Q16612_IDR_13_68",1
"Q16620_IDR_408_465",1
"Q16621_IDR_1_225",1
"Q16625_IDR_275_413",1
"Q16626_IDR_1_131",1
"Q16629_IDR_84_238",1
"Q16630_IDR_173_406",0.526446710322553
"Q16665_IDR_412_768",0.53439383748615
"Q16666_IDR_391_574",0.527220916352758
"Q16666_IDR_87_199",0.472779083647242
"Q16670_IDR_133_278",0.37449961370349
"Q16670_IDR_1_74",0.327682928083333
"Q16670_IDR_82_125",0.297817458213177
"Q16671_IDR_126_192",0.409888526976376
"Q16671_IDR_512_573",0.590111473023625
"Q16676_IDR_1_123",0.343113017810479
"Q16676_IDR_211_465",0.656886982189521
"Q16690_IDR_320_384",1
"Q16695_IDR_1_41",1
"Q16706_IDR_81_125",1
"Q16720_IDR_1125_1220",0.497943920315107
"Q16720_IDR_295_356",0.502056079684893
"Q16739_IDR_1_45",1
"Q16760_IDR_1099_1139",0.265121270964915
"Q16760_IDR_1_39",0.439709395316551
"Q16760_IDR_552_714",0.295169333718535
"Q16763_IDR_157_222",1
"Q16849_IDR_114_341",0.549339875640348
"Q16849_IDR_369_466",0.209777253155154
"Q16849_IDR_610_686",0.240882871204498
"Q16853_IDR_1_50",1
"Q16854_IDR_1_36",1
"Q16875_IDR_444_520",1
"Q16880_IDR_507_541",1
"Q16890_IDR_92_204",1
"Q16891_IDR_1_88",0.525153712415742
"Q16891_IDR_91_228",0.474846287584258
"Q17R60_IDR_189_227",0.372727206572031
"Q17R60_IDR_31_62",0.322341762378015
"Q17R60_IDR_382_562",0.304931031049954
"Q17R89_IDR_28_66",0.198227782620992
"Q17R89_IDR_460_781",0.610107378770398
"Q17R89_IDR_786_818",0.19166483860861
"Q17R98_IDR_1_898",0.775788033255804
"Q17R98_IDR_901_1015",0.224211966744196
"Q17RB8_IDR_1_43",0.487524547990839
"Q17RB8_IDR_335_461",0.512475452009161
"Q1HG44_IDR_288_320",1
"Q1KMD3_IDR_23_242",0.50226448544628
"Q1KMD3_IDR_635_665",0.49773551455372
"Q1L5Z9_IDR_322_438",1
"Q1MSJ5_IDR_1_1211",1
"Q1MX18_IDR_1_42",1
"Q1W6H9_IDR_1_285",1
"Q1X8D7_IDR_131_526",0.32565189690451
"Q1X8D7_IDR_545_581",0.320202592572154
"Q1X8D7_IDR_698_754",0.354145510523336
"Q1XH10_IDR_95_843",1
"Q24JP5_IDR_772_843",0.33377327547619
"Q24JP5_IDR_901_983",0.66622672452381
"Q27J81_IDR_346_523",0.472681655134526
"Q27J81_IDR_933_1244",0.527318344865474
"Q29RF7_IDR_1111_1337",1
"Q2HXU8_IDR_14_99",1
"Q2I0M4_IDR_295_334",1
"Q2I0M5_IDR_1_31",0.353531321645115
"Q2I0M5_IDR_152_189",0.337951038861405
"Q2LD37_IDR_1779_1814",0.051961536633047
"Q2LD37_IDR_1915_1993",0.0562223662049222
"Q2LD37_IDR_2161_2427",0.0662033123899292
"Q2LD37_IDR_2596_2696",0.0509338650973817
"Q2LD37_IDR_2725_2769",0.0509699197838551
"Q2LD37_IDR_2929_2963",0.0526637617785926
"Q2LD37_IDR_3482_3548",0.0529371226736678
"Q2LD37_IDR_3563_3787",0.0461432825145982
"Q2LD37_IDR_3816_3865",0.056103871152702
"Q2LD37_IDR_3893_3956",0.0505178044200232
"Q2LD37_IDR_3998_4030",0.0548856709212819
"Q2LD37_IDR_4094_4145",0.0590410004137963
"Q2LD37_IDR_4288_4396",0.06598789403196
"Q2M1K9_IDR_347_404",1
"Q2M1P5_IDR_1130_1343",0.506929628025241
"Q2M1P5_IDR_345_1039",0.49307037197476
"Q2M1V0_IDR_1_86",1
"Q2M1Z3_IDR_219_1338",1
"Q2M218_IDR_61_234",1
"Q2M243_IDR_1_440",0.438959403059861
"Q2M3C7_IDR_1139_1293",0.114941412705572
"Q2M3C7_IDR_1327_1603",0.140897694992396
"Q2M3C7_IDR_456_674",0.150967880314897
"Q2M3C7_IDR_677_717",0.128513984991726
"Q2M3C7_IDR_723_1136",0.129927350967476
"Q2M3G0_IDR_625_672",1
"Q2M3G4_IDR_1_645",1
"Q2M3M2_IDR_573_616",1
"Q2M3R5_IDR_1_66",1
"Q2M3W8_IDR_58_230",1
"Q2M3X9_IDR_62_222",1
"Q2MJR0_IDR_119_214",0.542750427332545
"Q2MJR0_IDR_243_292",0.457249572667455
"Q2MKA7_IDR_1_31",0.351727381832412
"Q2MKA7_IDR_146_177",0.357677971089111
"Q2MKA7_IDR_207_263",0.290594647078477
"Q2MV58_IDR_1_72",1
"Q2NKQ1_IDR_206_236",0.330759542408348
"Q2NKQ1_IDR_473_531",0.380675150322185
"Q2NKQ1_IDR_671_923",0.288565307269467
"Q2PPJ7_IDR_1486_1523",0.28931195736207
"Q2Q1W2_IDR_122_192",0.704453855658935
"Q2Q1W2_IDR_21_53",0.295546144341064
"Q2QGD7_IDR_1_78",0.239171713940586
"Q2QGD7_IDR_460_537",0.219770317165374
"Q2QGD7_IDR_595_710",0.22841535768029
"Q2QGD7_IDR_713_751",0.169278689703214
"Q2QGD7_IDR_82_174",0.143363921510536
"Q2T9J0_IDR_93_126",1
"Q2T9K0_IDR_325_370",0.500787780648139
"Q2T9K0_IDR_443_475",0.499212219351861
"Q2T9L4_IDR_200_293",0.45059767563808
"Q2T9L4_IDR_58_196",0.54940232436192
"Q2TAA5_IDR_1_59",1
"Q2TAA8_IDR_1_42",1
"Q2TAC2_IDR_405_915",1
"Q2TAC6_IDR_384_631",0.563049853506064
"Q2TAC6_IDR_642_998",0.436950146493936
"Q2TAK8_IDR_102_405",0.459146011833299
"Q2TAK8_IDR_527_563",0.540853988166701
"Q2TAL5_IDR_1_349",1
"Q2TAL6_IDR_1_88",1
"Q2TAL8_IDR_108_191",0.420203621278792
"Q2TAL8_IDR_194_241",0.234048921090389
"Q2TBE0_IDR_509_542",0.391191067735475
"Q2UY09_IDR_1002_1069",0.508988568764427
"Q2UY09_IDR_204_782",0.491011431235573
"Q2V2M9_IDR_1265_1364",0.509989154502955
"Q2V2M9_IDR_325_784",0.490010845497045
"Q2VIQ3_IDR_438_557",0.248970630570937
"Q2VIQ3_IDR_564_602",0.223431179175033
"Q2VIQ3_IDR_604_817",0.231124706237531
"Q2VIQ3_IDR_893_1234",0.2964734840165
"Q2VPJ9_IDR_279_315",1
"Q2VPK5_IDR_397_454",1
"Q2VWP7_IDR_1040_1075",0.375157150856018
"Q2VWP7_IDR_1089_1150",0.334773847710946
"Q2VWP7_IDR_974_1029",0.290069001433036
"Q2VY69_IDR_53_155",1
"Q2VYF4_IDR_397_491",0.404199519982277
"Q2VYF4_IDR_40_119",0.595800480017723
"Q2WGJ9_IDR_1094_1134",0.222743298618543
"Q2WGJ9_IDR_1161_1270",0.191108774806147
"Q2WGJ9_IDR_1_77",0.193562796602
"Q2WGJ9_IDR_417_457",0.174396355749613
"Q2WGJ9_IDR_516_550",0.218188774223697
"Q2WGN9_IDR_155_513",1
"Q2Y0W8_IDR_1_34",0.303188571162285
"Q32P44_IDR_47_210",0.436239947842815
"Q32P51_IDR_182_320",1
"Q32ZL2_IDR_276_321",1
"Q330K2_IDR_1_53",1
"Q33E94_IDR_1_56",0.303756156848355
"Q33E94_IDR_486_599",0.400632992689919
"Q33E94_IDR_638_671",0.295610850461726
"Q38SD2_IDR_1840_1901",1
"Q3B726_IDR_204_338",1
"Q3B7T1_IDR_1_43",0.239256609877392
"Q3B7T1_IDR_213_299",0.242381547812895
"Q3B7T1_IDR_517_584",0.222443566229314
"Q3B7T1_IDR_620_672",0.295918276080399
"Q3B7T3_IDR_1_45",0.425261829615374
"Q3B7T3_IDR_58_259",0.574738170384626
"Q3B820_IDR_1_660",1
"Q3C1V0_IDR_300_400",1
"Q3C1V1_IDR_51_88",1
"Q3C1V8_IDR_161_233",0.455432471605261
"Q3C1V8_IDR_67_128",0.544567528394739
"Q3L8U1_IDR_1715_1770",0.167872556358247
"Q3L8U1_IDR_2003_2897",0.220544716798727
"Q3LI81_IDR_1_207",1
"Q3LI83_IDR_1_218",1
"Q3MII6_IDR_1_32",0.542149781436763
"Q3MII6_IDR_454_604",0.457850218563237
"Q3MIP1_IDR_33_94",1
"Q3MIS6_IDR_47_159",1
"Q3MIT2_IDR_62_104",1
"Q3MIW9_IDR_23_493",1
"Q3MJ13_IDR_1016_1072",0.617329712795495
"Q3MJ13_IDR_700_785",0.382670287204505
"Q3MJ62_IDR_131_246",1
"Q3SX64_IDR_1_41",1
"Q3SXP7_IDR_138_199",1
"Q3SXY7_IDR_354_483",1
"Q3SXY8_IDR_206_428",1
"Q3SXZ7_IDR_1_40",1
"Q3SY00_IDR_1_437",0.376641346652253
"Q3SY00_IDR_492_556",0.623358653347747
"Q3V6T2_IDR_1209_1871",0.257606187481504
"Q3YBM2_IDR_236_270",1
"Q3YBR2_IDR_1_31",0.285229701876244
"Q3YBR2_IDR_355_411",0.418483414807198
"Q3YBR2_IDR_83_166",0.296286883316558
"Q3YEC7_IDR_253_729",1
"Q3ZCQ2_IDR_72_153",1
"Q3ZCQ3_IDR_1_159",1
"Q3ZCQ8_IDR_1_85",0.560685667956689
"Q3ZCQ8_IDR_321_353",0.439314332043311
"Q3ZCT1_IDR_1_135",1
"Q3ZCX4_IDR_1_47",0.501783869874082
"Q3ZCX4_IDR_93_157",0.498216130125918
"Q400G9_IDR_341_394",1
"Q401N2_IDR_322_374",0.461609432198187
"Q401N2_IDR_377_412",0.538390567801813
"Q460N3_IDR_1_75",1
"Q460N5_IDR_1389_1423",0.506132440575479
"Q460N5_IDR_98_140",0.493867559424521
"Q494R4_IDR_1_41",1
"Q496A3_IDR_1_129",1
"Q496F6_IDR_132_193",1
"Q496J9_IDR_1_131",1
"Q496M5_IDR_90_167",1
"Q496Y0_IDR_117_149",0.428019620197121
"Q496Y0_IDR_1_65",0.292227976718212
"Q496Y0_IDR_361_454",0.279752403084666
"Q499Z3_IDR_140_198",0.500200664568612
"Q499Z3_IDR_1_42",0.499799335431388
"Q499Z4_IDR_1_256",0.673824775612585
"Q499Z4_IDR_258_310",0.326175224387415
"Q49A17_IDR_1_56",1
"Q49A26_IDR_95_265",1
"Q49A92_IDR_1_107",0.401068386722596
"Q49A92_IDR_133_489",0.598931613277404
"Q49AA0_IDR_130_269",1
"Q49AG3_IDR_55_106",1
"Q49AH0_IDR_1_32",1
"Q49AJ0_IDR_418_1066",1
"Q4G0A6_IDR_84_403",1
"Q4G0F5_IDR_299_336",1
"Q4G0I0_IDR_1_46",1
"Q4G0J3_IDR_189_446",1
"Q4G0M1_IDR_1_75",0.573779304996133
"Q4G0M1_IDR_89_189",0.426220695003867
"Q4G0N4_IDR_7_63",1
"Q4G0N7_IDR_1_45",1
"Q4G0N8_IDR_1099_1177",1
"Q4G0P3_IDR_1916_2003",0.161245671260868
"Q4G0P3_IDR_2102_2188",0.166648429974271
"Q4G0X9_IDR_1_289",1
"Q4G0P3_IDR_2332_2448",0.157976241550992
"Q4G0P3_IDR_2485_2561",0.223146437344917
"Q4G0P3_IDR_2649_2734",0.131343288699602
"Q4G0P3_IDR_3215_3252",0.159639931169351
"Q4G0U5_IDR_266_310",1
"Q4G148_IDR_1_77",1
"Q4G163_IDR_21_435",0.35115305091815
"Q4LE39_IDR_268_303",0.397506731983487
"Q4LE39_IDR_405_1306",0.317523125623731
"Q4LEZ3_IDR_111_155",0.507779545650588
"Q4LEZ3_IDR_1_53",0.492220454349412
"Q4U2R8_IDR_523_563",1
"Q4UJ75_IDR_221_521",1
"Q4V321_IDR_1_117",1
"Q4V326_IDR_1_110",1
"Q4V328_IDR_1_207",0.499920537613449
"Q4V328_IDR_517_792",0.500079462386551
"Q4V339_IDR_1_38",1
"Q4V9L6_IDR_1_283",1
"Q4VC05_IDR_54_210",1
"Q4VC12_IDR_1_38",1
"Q4VC39_IDR_1_32",1
"Q4VC44_IDR_1_35",0.498322319064234
"Q4VC44_IDR_73_108",0.501677680935766
"Q4VCS5_IDR_1_1084",1
"Q4VX76_IDR_123_285",1
"Q4VXU2_IDR_415_528",1
"Q4W5G0_IDR_437_473",1
"Q4ZG55_IDR_1079_1254",0.280305497477182
"Q4ZG55_IDR_279_342",0.252041077498226
"Q4ZG55_IDR_44_74",0.220199538692505
"Q4ZG55_IDR_625_655",0.247453886332087
"Q4ZHG4_IDR_1_36",0.358811181102761
"Q4ZHG4_IDR_1532_1587",0.346372596926908
"Q4ZHG4_IDR_372_1527",0.294816221970331
"Q4ZIN3_IDR_1_34",0.55723961651018
"Q4ZIN3_IDR_467_620",0.44276038348982
"Q4ZJI4_IDR_1_52",1
"Q502W6_IDR_1003_1034",0.262892291571784
"Q502W6_IDR_1191_1294",0.242464991202506
"Q502W6_IDR_1_31",0.230073810752657
"Q502W6_IDR_711_805",0.264568906473053
"Q502W7_IDR_1_219",0.352230530726361
"Q502W7_IDR_228_335",0.196847544449139
"Q502W7_IDR_353_395",0.241967178175348
"Q502W7_IDR_502_554",0.208954746649152
"Q504T8_IDR_103_313",0.551277559744022
"Q52WX2_IDR_1_39",0.500282858642885
"Q52WX2_IDR_320_410",0.499717141357115
"Q537H7_IDR_1_98",1
"Q53EL6_IDR_1_142",1
"Q53EL9_IDR_1_190",1
"Q53EP0_IDR_164_265",1
"Q53EQ6_IDR_1_52",0.333861241691536
"Q53EQ6_IDR_189_220",0.383618374994282
"Q53EQ6_IDR_538_583",0.282520383314182
"Q53ET0_IDR_1_612",1
"Q53EU6_IDR_53_90",1
"Q53EV4_IDR_1_38",1
"Q53EZ4_IDR_130_245",0.338932896690338
"Q53EZ4_IDR_247_302",0.32580524867918
"Q53EZ4_IDR_384_432",0.335261854630481
"Q53F19_IDR_1_74",0.315165830051455
"Q53F19_IDR_183_256",0.226678674608876
"Q53F19_IDR_282_574",0.458155495339669
"Q53F39_IDR_1_47",1
"Q53FD0_IDR_1_390",0.585272347023359
"Q53HL2_IDR_87_189",1
"Q53LP3_IDR_395_525",0.555982456301412
"Q53LP3_IDR_85_261",0.444017543698588
"Q53QV2_IDR_1_54",1
"Q53QW1_IDR_1_274",1
"Q53QZ3_IDR_1_82",0.506780551044828
"Q53QZ3_IDR_194_248",0.493219448955172
"Q53RY4_IDR_199_240",1
"Q53SZ7_IDR_1_190",0.675713812828755
"Q53SZ7_IDR_314_412",0.324286187171245
"Q53T59_IDR_138_368",1
"Q53T94_IDR_121_205",1
"Q53TN4_IDR_227_286",1
"Q53TS8_IDR_1_96",0.300070872922914
"Q53TS8_IDR_250_345",0.390879539033579
"Q53TS8_IDR_354_587",0.309049588043507
"Q562E7_IDR_1017_1219",0.169377271846521
"Q562E7_IDR_1522_1555",0.23261465560967
"Q562E7_IDR_607_715",0.202465481271928
"Q587J7_IDR_1096_1166",0.505768992936925
"Q587J7_IDR_214_381",0.494231007063075
"Q587J8_IDR_111_217",1
"Q58A45_IDR_1_41",0.268502579707333
"Q58A45_IDR_278_390",0.308796196147094
"Q58A45_IDR_72_274",0.422701224145573
"Q58DX5_IDR_1_158",1
"Q58EX2_IDR_1955_2161",1
"Q58EX7_IDR_1039_1191",0.426326994721101
"Q58EX7_IDR_33_177",0.286251558286367
"Q58EX7_IDR_631_730",0.287421446992531
"Q58F21_IDR_136_267",0.293296542635251
"Q58F21_IDR_379_521",0.339476940172081
"Q58F21_IDR_578_917",0.367226517192668
"Q58HT5_IDR_1_37",1
"Q58WW2_IDR_291_705",1
"Q59EK9_IDR_209_446",1
"Q5BIV9_IDR_21_114",1
"Q5BJD5_IDR_1_70",1
"Q5BJE1_IDR_1_167",1
"Q5CZC0_IDR_2651_2712",0.0441590224932814
"Q5CZC0_IDR_2938_2968",0.0538299182544835
"Q5CZC0_IDR_3135_3189",0.0555365877959961
"Q5CZC0_IDR_3193_3263",0.0571522606909079
"Q5CZC0_IDR_3626_3656",0.0528453929170768
"Q5CZC0_IDR_3871_3956",0.0517132129503692
"Q5CZC0_IDR_5399_5673",0.0582945551268531
"Q5CZC0_IDR_5692_5777",0.0678189531045039
"Q5CZC0_IDR_5850_5904",0.0560177843549639
"Q5CZC0_IDR_6548_6794",0.0570199642102989
"Q5CZC0_IDR_6796_6835",0.0533666911412176
"Q5CZC0_IDR_6849_6907",0.0515445324667422
"Q5D1E8_IDR_1_45",0.18590434317168
"Q5D1E8_IDR_296_435",0.296783839115851
"Q5D1E8_IDR_512_542",0.360400075079797
"Q5D1E8_IDR_91_131",0.156911742632673
"Q5D862_IDR_90_2391",1
"Q5DID0_IDR_597_701",1
"Q5DJT8_IDR_1_118",1
"Q5DX21_IDR_270_403",1
"Q5GH73_IDR_1_120",0.421940330921298
"Q5GH73_IDR_197_229",0.306550515084171
"Q5GH73_IDR_515_558",0.271509153994531
"Q5GH76_IDR_1_104",0.345521098037518
"Q5GH76_IDR_175_245",0.306638339479211
"Q5GH76_IDR_521_565",0.347840562483271
"Q5GH77_IDR_406_459",1
"Q5GJ75_IDR_1_109",1
"Q5H913_IDR_197_242",1
"Q5H943_IDR_1_55",1
"Q5HYR2_IDR_1_182",1
"Q5HYW2_IDR_1_35",0.433430086079712
"Q5HYW2_IDR_251_1225",0.226993018896659
"Q5HYW2_IDR_60_249",0.339576895023629
"Q5HYW3_IDR_1_150",0.519965479102572
"Q5HYW3_IDR_315_493",0.480034520897428
"Q5I0G3_IDR_468_518",1
"Q5I0X4_IDR_31_101",1
"Q5J8M3_IDR_24_62",1
"Q5JNZ3_IDR_1_59",0.455166124400957
"Q5JSL3_IDR_1189_1272",0.31646734251363
"Q5JSL3_IDR_1_31",0.253357811763309
"Q5JSL3_IDR_1337_1386",0.22274081683941
"Q5JSL3_IDR_277_308",0.207434028883651
"Q5JSP0_IDR_1_154",0.460412010882376
"Q5JSP0_IDR_482_527",0.539587989117624
"Q5JSZ5_IDR_1_2229",1
"Q5JT82_IDR_1_279",0.523951105749874
"Q5JT82_IDR_350_389",0.476048894250126
