"","GO0006357_regulation_of_transcription_by_RNA_polymerase_II"
"Q5T7W0_IDR_105_189",0.171318903673853
"Q5T7W0_IDR_1_99",0.283330637946814
"Q5T7W0_IDR_211_255",0.295997945407902
"Q5T7W0_IDR_282_460",0.249352512971431
"Q5T7W7_IDR_463_516",1
"Q5T848_IDR_1177_1215",0.322476844245323
"Q5T848_IDR_1_73",0.315074802428959
"Q5T848_IDR_669_1168",0.362448353325718
"Q5TAH2_IDR_1094_1124",1
"Q5TAP6_IDR_1_41",0.240064397889346
"Q5TAP6_IDR_285_594",0.219457771460959
"Q5TAP6_IDR_51_83",0.255908360932194
"Q5TAP6_IDR_735_766",0.2845694697175
"Q5TAQ9_IDR_1_135",0.56906182104766
"Q5TAQ9_IDR_553_597",0.43093817895234
"Q5TAT6_IDR_1_717",1
"Q5TCQ9_IDR_1110_1464",0.171722805322401
"Q5TCQ9_IDR_815_847",0.152128156272349
"Q5TCQ9_IDR_941_1002",0.152658286868616
"Q5TCS8_IDR_1039_1079",0.191248656868365
"Q5TCS8_IDR_1191_1255",0.178682346603981
"Q5TCS8_IDR_186_226",0.143609816280812
"Q5TCS8_IDR_488_576",0.157958035998698
"Q5TCS8_IDR_697_810",0.185108009356975
"Q5TCS8_IDR_893_925",0.143393134891169
"Q5TCX8_IDR_1_38",0.586172340131217
"Q5TF39_IDR_410_518",0.468926906028283
"Q5TF58_IDR_1_183",0.395997542767191
"Q5TF58_IDR_312_362",0.279032415253722
"Q5TF58_IDR_481_517",0.324970041979087
"Q5TFG8_IDR_143_222",0.527179800980744
"Q5TFG8_IDR_42_127",0.472820199019256
"Q5TGI0_IDR_339_409",1
"Q5TGI4_IDR_67_121",1
"Q5TGJ6_IDR_87_251",1
"Q5TGS1_IDR_85_171",1
"Q5TGY1_IDR_1_31",0.450433009262223
"Q5TGY1_IDR_524_634",0.549566990737777
"Q5TGY3_IDR_1_1603",1
"Q5TH69_IDR_1036_1103",0.165554263711515
"Q5TH69_IDR_1413_1443",0.172108991477745
"Q5TH69_IDR_179_212",0.183253504471196
"Q5TH69_IDR_1944_2105",0.317437116368515
"Q5TH69_IDR_464_660",0.161646123971029
"Q5TH74_IDR_1_75",0.503123112483139
"Q5TH74_IDR_96_267",0.496876887516861
"Q5TZJ5_IDR_1_1347",1
"Q5U4P2_IDR_103_140",0.465377900939133
"Q5U4P2_IDR_1_49",0.534622099060867
"Q5U5Q3_IDR_1_228",1
"Q5U5R9_IDR_1_124",1
"Q5U5X8_IDR_1_62",0.152183762199109
"Q5U5X8_IDR_65_452",0.847816237800891
"Q5U5Z8_IDR_108_140",0.332817248253264
"Q5U5Z8_IDR_36_77",0.336222626753271
"Q5U5Z8_IDR_696_889",0.330960124993465
"Q5U623_IDR_1_572",1
"Q5U651_IDR_1_142",0.558761100254829
"Q5U651_IDR_257_369",0.441238899745171
"Q5UAW9_IDR_298_335",1
"Q5UCC4_IDR_1_47",0.519085174305616
"Q5UCC4_IDR_193_224",0.480914825694384
"Q5UE93_IDR_339_409",1
"Q5UIP0_IDR_958_2414",1
"Q5VIR6_IDR_368_415",1
"Q5VIY5_IDR_50_187",1
"Q5VT25_IDR_1596_1732",0.250701928276813
"Q5VT52_IDR_147_252",0.312591520112856
"Q5VT52_IDR_294_1443",0.687408479887144
"Q5VT97_IDR_1032_1082",0.444754234108027
"Q5VT97_IDR_1_652",0.555245765891973
"Q5VTB9_IDR_31_71",0.338306310299274
"Q5VTB9_IDR_75_492",0.661693689700726
"Q5VTD9_IDR_1_104",0.620447657132285
"Q5VTD9_IDR_113_148",0.379552342867715
"Q5VTH2_IDR_105_177",1
"Q5VTH9_IDR_1_109",0.261316022711143
"Q5VTH9_IDR_165_217",0.253807772907232
"Q5VTH9_IDR_333_387",0.235520314748359
"Q5VTH9_IDR_430_465",0.249355889633265
"Q5VTJ3_IDR_300_375",0.481721752782086
"Q5VTJ3_IDR_45_255",0.518278247217914
"Q86VV4_IDR_411_465",0.335401826129439
"Q86VV4_IDR_46_283",0.296328353391638
"Q86VV8_IDR_120_165",0.357157856114072
"Q86VV8_IDR_1531_1565",0.367495206254937
"Q86VV8_IDR_279_360",0.275346937630991
"Q86VW1_IDR_541_577",1
"Q86VW2_IDR_31_154",0.429576371216453
"Q86VW2_IDR_485_580",0.570423628783547
"Q86VY4_IDR_1_200",0.453595932908131
"Q86VY4_IDR_387_417",0.546404067091869
"Q86VY9_IDR_1_51",0.265832070303476
"Q86VY9_IDR_60_104",0.288880838176506
"Q86WG3_IDR_1_150",0.550229867545699
"Q86WG3_IDR_330_371",0.449770132454301
"Q86WG5_IDR_1027_1103",0.206526886635621
"Q86WG5_IDR_1269_1305",0.214265002627596
"Q86WG5_IDR_1670_1731",0.331833709958039
"Q86WG5_IDR_770_807",0.247374400778744
"Q86WH2_IDR_1_46",1
"Q86WI3_IDR_98_136",1
"Q86WK6_IDR_403_437",0.562837472133422
"Q86WK6_IDR_448_485",0.437162527866578
"Q86WK7_IDR_411_449",1
"Q86WN1_IDR_414_467",0.493021647172445
"Q86WN1_IDR_609_690",0.506978352827555
"Q86WP2_IDR_1_378",1
"Q86WR0_IDR_168_208",1
"Q86WR6_IDR_137_236",0.460195892538544
"Q86WR6_IDR_1_42",0.539804107461456
"Q86WR7_IDR_1_50",0.444434190099651
"Q86WR7_IDR_73_399",0.555565809900349
"Q86WS3_IDR_123_158",1
"Q86X51_IDR_1_503",1
"Q86X52_IDR_1_68",1
"Q86X53_IDR_1_363",1
"Q86X76_IDR_1_44",1
"Q86X95_IDR_149_450",1
"Q86XD5_IDR_1_134",0.230819618192678
"Q86XD5_IDR_146_332",0.769180381807322
"Q86XD8_IDR_161_663",1
"Q86XE3_IDR_89_131",1
"Q86XF7_IDR_1_148",0.517430201629185
"Q86XF7_IDR_184_214",0.482569798370815
"Q86XH1_IDR_344_382",0.578926683703926
"Q86XH1_IDR_459_491",0.421073316296074
"Q86XI6_IDR_1_58",1
"Q86XJ0_IDR_256_287",1
"Q86XJ1_IDR_289_680",1
"Q86XK2_IDR_1_150",1
"Q86XK3_IDR_1_50",0.513062472518602
"Q86XK3_IDR_75_146",0.486937527481398
"Q86XK7_IDR_261_387",1
"Q86XT2_IDR_172_251",1
"Q86XU0_IDR_64_183",1
"Q86XZ4_IDR_370_545",0.566237479072264
"Q86XZ4_IDR_84_244",0.433762520927736
"Q86Y01_IDR_160_407",1
"Q86Y07_IDR_318_470",1
"Q86Y13_IDR_1087_1144",0.261459343389904
"Q86Y13_IDR_1_85",0.228499083579164
"Q86Y13_IDR_587_752",0.270027104127179
"Q86Y13_IDR_953_1029",0.240014468903753
"Q86Y22_IDR_1_526",1
"Q86Y25_IDR_66_189",1
"Q86Y26_IDR_111_216",0.209124840435853
"Q86Y26_IDR_1_55",0.21437470345535
"Q86Y26_IDR_287_377",0.18031040049937
"Q86Y26_IDR_379_868",0.183132237228098
"Q86Y26_IDR_870_1132",0.213057818381329
"Q86Y33_IDR_1_215",1
"Q86Y34_IDR_1_38",1
"Q86Y37_IDR_1_126",0.657339315852317
"Q86YF9_IDR_609_849",0.31867012534113
"Q86YI8_IDR_1_228",1
"Q86YJ5_IDR_22_105",0.588183614365062
"Q86YJ5_IDR_267_306",0.411816385634938
"Q86YJ7_IDR_440_475",0.337216766757597
"Q86YJ7_IDR_491_525",0.312402764094336
"Q86YJ7_IDR_535_582",0.350380469148067
"Q86YL5_IDR_1_185",1
"Q86YL7_IDR_1_123",1
"Q86YM7_IDR_113_208",1
"Q86YN6_IDR_23_95",0.358788585878491
"Q86YN6_IDR_98_897",0.641211414121509
"Q86YP4_IDR_1_436",0.561572186314396
"Q86YP4_IDR_465_633",0.438427813685605
"Q86YR6_IDR_1_94",0.482799711871202
"Q86YR6_IDR_363_536",0.517200288128798
"Q86YR7_IDR_530_616",0.585534477602138
"Q86YR7_IDR_963_1114",0.414465522397862
"Q86YS3_IDR_495_564",0.627257316551426
"Q86YS3_IDR_84_347",0.372742683448574
"Q86Z02_IDR_661_906",0.268957481429722
"Q86Z02_IDR_909_1104",0.26659626827645
"Q86Z20_IDR_1_511",1
"Q86Z23_IDR_1_32",0.458886864916779
"Q86Z23_IDR_34_105",0.541113135083221
"Q8HWS3_IDR_1_117",0.226410380762867
"Q8HWS3_IDR_557_645",0.35124881807048
"Q8HWS3_IDR_647_680",0.200431540443923
"D6RA61_IDR_470_528",0.308442110711167
"D6RBM5_IDR_1_60",1
"A1A519_IDR_1_122",0.381471769519059
"A2RTX5_IDR_77_125",1
"D6RBQ6_IDR_1_56",0.353467153529651
"A1A519_IDR_147_214",0.310458315483722
"A2RU30_IDR_1_236",0.480805938964079
"A0A1B0GTI1_IDR_1_187",1
"E9PRG8_IDR_1_123",1
"D6RBQ6_IDR_379_452",0.336486088131169
"A1A519_IDR_270_310",0.308069914997219
"A2RU30_IDR_239_521",0.519194061035921
"A0A1B0GTL2_IDR_52_115",1
"F5GYI3_IDR_57_263",1
"D6RBQ6_IDR_470_528",0.310046758339179
"A7E2F4_IDR_1_180",0.370018858376047
"A2RU54_IDR_27_152",1
"A0A1B0GTR0_IDR_1_116",1
"F5H4A9_IDR_1_185",1
"D6RCP7_IDR_1_56",0.353700140590011
"A1A5B4_IDR_746_782",1
"A7E2F4_IDR_185_240",0.334049185610284
"A6NMS7_IDR_1547_1623",0.171395777402817
"A2RU67_IDR_1_122",1
"F5H4B4_IDR_66_129",0.346686951139375
"D6RCP7_IDR_379_451",0.342106440628186
"A1A5C7_IDR_1_74",0.513877760943507
"A7E2F4_IDR_267_605",0.295931956013668
"A6NMS7_IDR_1658_1700",0.177092289594801
"A2RUB1_IDR_1_666",0.645405456467977
"F5H4B4_IDR_304_403",0.295501828897402
"D6RCP7_IDR_470_528",0.304193418781802
"A1A5D9_IDR_1_54",0.265190989671852
"A7E2S9_IDR_215_258",1
"A6NMS7_IDR_1_876",0.266676145529764
"A2RUB1_IDR_915_952",0.354594543532023
"A0A1B0GTS1_IDR_1_76",0.481477257351493
"F5H4B4_IDR_517_570",0.357811219963223
"D6RGH6_IDR_1_58",0.310861026610929
"C9JL84_IDR_219_458",1
"A7E2V4_IDR_1016_1226",0.498878866768969
"A6NMT0_IDR_1_40",0.340653631512608
"A2RUB6_IDR_27_902",0.566603973608929
"A0A1B0GTS1_IDR_181_278",0.518522742648507
"D6RGH6_IDR_61_125",0.320371051279552
"Q8NEM0_IDR_98_151",0.482424027904528
"Q8NEM2_IDR_1_62",0.510187522333541
"Q8NEM2_IDR_556_639",0.489812477666459
"Q8NEM7_IDR_1_32",0.238886713907467
"Q8NEM7_IDR_226_327",0.241330345383962
"Q8NEM7_IDR_360_779",0.519782940708571
"Q8NEN0_IDR_1_263",1
"Q8NEV4_IDR_1102_1616",0.414169952446446
"Q8NEV4_IDR_879_921",0.585830047553554
"Q8NEV9_IDR_163_193",1
"Q8NEW0_IDR_165_231",1
"Q8NEW7_IDR_1_156",1
"Q8NEX6_IDR_1_36",1
"Q8NEY1_IDR_1_1414",0.633579655383401
"Q8NEY1_IDR_1821_1877",0.366420344616599
"Q8NEY3_IDR_1_48",0.485689754669236
"Q8NEY3_IDR_159_280",0.514310245330764
"Q8NEY8_IDR_1_319",0.473468320220491
"Q8NEY8_IDR_344_405",0.526531679779509
"Q8NEZ2_IDR_134_221",1
"Q8NEZ4_IDR_1_127",0.109535228625102
"Q8NEZ4_IDR_1140_1172",0.0669330222373249
"Q8NEZ4_IDR_1191_3892",0.308790972549941
"Q8NEZ4_IDR_165_218",0.0727989165977499
"Q8NEZ4_IDR_3930_4003",0.0803570640859647
"Q8NEZ4_IDR_4026_4058",0.0922922985812884
"Q8NEZ4_IDR_522_937",0.0651615456686983
"Q8NF91_IDR_6103_6169",0.131620646913856
"Q8NF91_IDR_6172_6346",0.17302003246821
"Q8NF91_IDR_8212_8335",0.138572227274998
"Q8NF91_IDR_8663_8736",0.272350045697628
"Q8NF99_IDR_133_284",1
"Q8NFA0_IDR_1331_1504",0.493623880217575
"Q8NFA0_IDR_433_478",0.506376119782425
"Q8NFA2_IDR_297_376",1
"Q8NFC6_IDR_1_120",0.510891168631046
"Q8NFC6_IDR_159_3051",0.489108831368954
"Q8NFD2_IDR_297_354",1
"Q8NFD5_IDR_1_1236",0.185485620347155
"Q8NFD5_IDR_1267_1591",0.425452629534762
"Q8NFD5_IDR_1694_1775",0.165037811391651
"Q8NFD5_IDR_1808_1912",0.224023938726433
"Q8NFF2_IDR_1_78",0.393462518375688
"Q8NFF2_IDR_261_425",0.606537481624312
"Q8NFT6_IDR_260_335",0.251730819969928
"Q8NFT6_IDR_339_501",0.28083401476173
"Q8NFT6_IDR_96_165",0.235691960877568
"Q8NFU0_IDR_386_473",1
"Q8NFU1_IDR_372_509",1
"Q8NFU4_IDR_1_46",1
"Q8NFU5_IDR_1_37",0.413264407561687
"Q8NFU5_IDR_262_363",0.586735592438313
"Q8NFU7_IDR_1_1332",0.328723861588989
"Q8NFU7_IDR_1743_1840",0.2571202733556
"Q8NFU7_IDR_1916_1989",0.233295657046901
"Q8NFU7_IDR_2070_2109",0.18086020800851
"Q8NFV5_IDR_17_125",1
"Q8NFW1_IDR_215_269",0.295301122371193
"Q8NFW1_IDR_274_311",0.26163004057924
"Q8NFW1_IDR_317_1626",0.443068837049567
"Q8NHG8_IDR_1_147",1
"Q8NHH9_IDR_1_56",1
"Q8NHM5_IDR_1_59",0.221497326814462
"Q8NHM5_IDR_378_508",0.21299005493434
"Q8NHM5_IDR_565_652",0.228622180196549
"Q8NHM5_IDR_724_1040",0.336890438054649
"Q8NHP7_IDR_18_67",0.485224972760135
"Q8NHP7_IDR_284_470",0.514775027239865
"Q8NHP8_IDR_1_39",1
"Q8NHQ1_IDR_228_266",1
"Q8NHQ8_IDR_348_396",0.488117610211767
"Q8NHQ8_IDR_82_200",0.511882389788233
"Q8NHQ9_IDR_486_555",0.455507805786578
"Q8NHQ9_IDR_570_600",0.544492194213422
"Q8NHR7_IDR_111_157",1
"Q8NHY2_IDR_300_357",0.282748874180514
"Q8NHY3_IDR_173_216",0.522345644716567
"Q8NHY3_IDR_269_880",0.477654355283433
"Q8NHY6_IDR_154_371",0.503231722083208
"Q8NHY6_IDR_1_97",0.496768277916792
"Q8NHZ7_IDR_1_158",0.501846761748651
"Q8NHZ7_IDR_178_208",0.498153238251349
"Q8NHZ8_IDR_21_85",1
"Q8NI08_IDR_1_114",0.34578530382541
"Q8NI08_IDR_162_215",0.38806434812697
"Q8NI08_IDR_307_652",0.26615034804762
"Q8NI22_IDR_1_47",1
"Q8NI27_IDR_1177_1593",1
"Q8NI32_IDR_1_32",1
"Q8NI35_IDR_1008_1057",0.0981942102329126
"Q8NI35_IDR_1164_1219",0.135825698408842
"Q8NI35_IDR_455_515",0.109767572332308
"Q8NI35_IDR_641_675",0.103162992964625
"Q8NI35_IDR_777_807",0.113108983660605
"Q8NI35_IDR_839_985",0.119380523865231
"Q8TAC9_IDR_203_235",1
"Q8TAD2_IDR_1_33",0.463886142373121
"Q8TAD2_IDR_49_87",0.536113857626878
"Q8TAD4_IDR_1_32",0.361225119211252
"Q8TAD4_IDR_545_588",0.638774880788748
"Q8TAD7_IDR_1_36",1
"Q8TAD8_IDR_1_223",1
"Q8TAE6_IDR_1_70",1
"Q8TAE8_IDR_1_38",0.452613111625608
"Q8TAE8_IDR_182_222",0.547386888374392
"Q8TAF7_IDR_59_200",1
"Q8TAG5_IDR_153_214",1
"Q8TAG6_IDR_21_207",1
"Q8TAG9_IDR_230_276",1
"Q8TAK5_IDR_314_448",1
"Q8TAK6_IDR_1_118",0.397801140545649
"Q8TAK6_IDR_183_271",0.602198859454351
"Q8TAL5_IDR_145_182",0.24663948702638
"Q8TAL5_IDR_272_431",0.517682220718998
"Q8TAL5_IDR_82_123",0.235678292254622
"Q8TAW3_IDR_99_172",0.553623386497406
"Q8TAX0_IDR_1_172",1
"Q8TAX7_IDR_19_353",1
"Q8TAY7_IDR_1_242",1
"Q8TAZ6_IDR_1_67",0.630988020642536
"Q8TAZ6_IDR_205_248",0.369011979357464
"Q8TB03_IDR_288_319",1
"Q8TB05_IDR_21_177",1
"Q8TB22_IDR_1_63",1
"Q8TB24_IDR_1_46",0.306410682554358
"Q8TB24_IDR_181_218",0.381237604352151
"Q8TB24_IDR_242_581",0.312351713093491
"Q8TB37_IDR_12_60",1
"Q8TB45_IDR_1_41",1
"Q8TB52_IDR_143_337",1
"Q8TB68_IDR_32_257",1
"Q8TB69_IDR_51_179",1
"Q8TBA6_IDR_27_304",0.306924408909286
"Q8TBA6_IDR_306_350",0.25911635906658
"Q8TBA6_IDR_445_475",0.21752107600568
"Q8TBG4_IDR_442_499",1
"Q8TBG9_IDR_206_265",1
"Q8TBJ4_IDR_282_325",1
"Q8TBJ5_IDR_1_272",1
"Q8TBK6_IDR_1_46",0.555231700613619
"Q8TBK6_IDR_61_192",0.444768299386381
"Q8TBM8_IDR_220_262",0.459323874216509
"Q8TBM8_IDR_54_90",0.540676125783491
"Q8TBN0_IDR_1_90",0.545742467976337
"Q8TBN0_IDR_92_218",0.454257532023663
"Q8TBP0_IDR_1_31",0.255786849494519
"Q8TBP0_IDR_712_767",0.313715666359935
"Q8TBP0_IDR_91_286",0.430497484145546
"Q8TBP5_IDR_1_118",0.501577548641534
"Q8TBP5_IDR_144_190",0.498422451358466
"Q8TBP6_IDR_1_46",1
"Q8TBX8_IDR_1_35",0.520969620484754
"Q8TBX8_IDR_294_346",0.479030379515246
"Q8TBY8_IDR_191_246",0.307456829805202
"Q8TBY8_IDR_848_894",0.334740808680927
"Q8TC36_IDR_1_130",1
"Q8TC41_IDR_1_142",0.533044559390684
"Q8TC41_IDR_175_255",0.466955440609316
"Q8TC44_IDR_366_423",1
"Q8TC56_IDR_180_532",1
"Q8TC57_IDR_458_530",1
"Q8TC59_IDR_1_212",1
"Q8TC71_IDR_137_294",0.425106137258786
"Q8TC71_IDR_493_538",0.308095600362983
"Q8TC71_IDR_90_135",0.266798262378231
"Q8TCU4_IDR_1_4097",1
"Q8TCU5_IDR_62_119",0.379086058811992
"Q8TCU5_IDR_986_1075",0.620913941188008
"Q8TCU6_IDR_1109_1142",0.464513772027936
"Q8TCU6_IDR_1_44",0.535486227972064
"Q8TCX5_IDR_595_670",1
"Q8TCY5_IDR_48_172",1
"Q8TCY9_IDR_140_176",0.480765855142706
"Q8TCY9_IDR_1_65",0.519234144857294
"Q8TCZ2_IDR_1_262",1
"Q8TD06_IDR_1_32",1
"Q8TD08_IDR_348_520",1
"Q8TD91_IDR_313_449",1
"Q8TD94_IDR_20_196",0.51720217998883
"Q8TD94_IDR_266_323",0.48279782001117
"Q8TDB4_IDR_1_43",0.524561537886505
"Q8TDB4_IDR_70_240",0.475438462113495
"Q8TDB6_IDR_196_232",0.352599110738128
"Q8TDB6_IDR_510_556",0.33202266336753
"Q8TDB6_IDR_91_122",0.315378225894342
"Q8TDC0_IDR_1_161",0.501812097602007
"Q8TDC0_IDR_164_218",0.498187902397993
"Q8TDC3_IDR_363_589",0.607324248249346
"Q8TDI8_IDR_1_106",1
"Q8TDJ6_IDR_1280_1321",0.101931783939923
"Q8TDJ6_IDR_1913_2032",0.0990120114422394
"Q8TDJ6_IDR_2095_2129",0.118591395221197
"Q8TDJ6_IDR_2393_2442",0.0934086484316264
"Q8TDJ6_IDR_2468_2500",0.106650690922689
"Q8TDJ6_IDR_284_332",0.126022661059054
"Q8TDJ6_IDR_416_482",0.122510660715427
"Q8TDJ6_IDR_570_602",0.115756754284013
"Q8TDJ6_IDR_921_963",0.116115393983833
"Q8TDM0_IDR_1_32",0.512483890330998
"Q8TDM0_IDR_178_211",0.487516109669002
"Q8TDM6_IDR_1435_1496",0.21548574734627
"Q8TDM6_IDR_1665_1714",0.18317669091745
"Q8TDM6_IDR_560_612",0.155991096884403
"Q8TDM6_IDR_804_1342",0.262327226581012
"Q8TDM6_IDR_92_187",0.183019238270865
"Q8TDN1_IDR_1_56",0.467864681464119
"Q8TDN1_IDR_476_519",0.532135318535881
"Q8TDN2_IDR_1_40",0.50657627760859
"Q8TDW7_IDR_4177_4353",0.446209371519426
"Q8TDW7_IDR_4355_4541",0.553790628480574
"Q8TDX6_IDR_1_54",1
"Q8TDX9_IDR_100_130",0.183726505036065
"Q8TDX9_IDR_1024_1112",0.193282933645789
"Q8TDX9_IDR_2019_2129",0.235644600338477
"Q8TDX9_IDR_2810_2849",0.190203479084794
"Q8TDX9_IDR_965_1010",0.197142481894875
"Q8TDY2_IDR_1264_1317",0.21170047294103
"Q8TDY2_IDR_1383_1494",0.314555643440206
"Q8TDY2_IDR_221_300",0.229137769420838
"Q8TDY2_IDR_600_806",0.244606114197926
"Q8TDY4_IDR_695_870",1
"Q8TDY8_IDR_1140_1250",0.501055099648687
"Q8TDY8_IDR_982_1124",0.498944900351312
"Q8TDZ2_IDR_616_705",0.529956923489066
"Q8TDZ2_IDR_752_922",0.470043076510935
"Q8TE12_IDR_157_198",0.328864214375175
"Q8TE12_IDR_246_368",0.671135785624825
"Q8TE49_IDR_77_113",0.419171171873322
"Q8TE85_IDR_405_437",0.297319828311477
"Q8TE85_IDR_467_511",0.332863888493692
"Q8TE99_IDR_1_55",1
"Q8TEA7_IDR_714_746",1
"Q8TEA8_IDR_149_209",1
"Q8TEB1_IDR_1_130",0.50185278196666
"Q8TEB1_IDR_515_546",0.49814721803334
"Q8TEB7_IDR_328_428",1
"Q8TEB9_IDR_279_315",1
"Q8TEC5_IDR_231_408",0.283799148919129
"Q8TEC5_IDR_442_729",0.369453295801703
"Q8TEC5_IDR_77_121",0.346747555279168
"Q8TED4_IDR_239_282",1
"Q8TED9_IDR_162_204",0.26248884011647
"Q8TED9_IDR_317_393",0.25032731690681
"Q8TED9_IDR_514_768",0.226029704474627
"Q8TED9_IDR_76_157",0.261154138502093
"Q8TEE9_IDR_153_199",1
"Q8TEF2_IDR_1_89",0.553138880757125
"Q8TEF2_IDR_94_133",0.446861119242875
"Q8TER5_IDR_1430_1519",0.310189787033878
"Q8TER5_IDR_942_1034",0.346527303084756
"Q8TES7_IDR_1016_1100",0.591828535893036
"Q8TES7_IDR_1_590",0.408171464106964
"Q8TEU7_IDR_1065_1475",0.152012463438282
"Q8TEU7_IDR_121_209",0.214051427727207
"Q8TEU7_IDR_1495_1535",0.172410955823384
"Q8TEU7_IDR_1540_1601",0.178106323879801
"Q8TEU7_IDR_213_247",0.147621618670882
"Q8TEU7_IDR_625_744",0.135797210460445
"Q8TEV9_IDR_212_252",0.302137826685992
"Q8TEV9_IDR_254_369",0.262812200931946
"Q8TEV9_IDR_374_707",0.435049972382062
"Q8TEW0_IDR_145_212",0.195331427516044
"Q8TEW0_IDR_215_260",0.185946313142836
"Q8TEW0_IDR_368_453",0.295648917240817
"Q8TEW0_IDR_686_1334",0.323073342100303
"Q8TEW6_IDR_236_326",1
"Q8TEW8_IDR_124_196",0.328800942303267
"Q8TEW8_IDR_306_377",0.264545956768807
"Q8TF39_IDR_223_389",0.510834536224145
"Q8TF40_IDR_173_204",0.196572558772002
"Q8TF40_IDR_245_325",0.17704193582891
"Q8TF40_IDR_593_748",0.148789606384081
"Q8TF40_IDR_68_114",0.182850700072246
"Q8TF40_IDR_758_969",0.294745198942761
"Q8TF42_IDR_1_34",0.550784095526436
"Q8TF42_IDR_349_380",0.449215904473564
"Q8TF44_IDR_15_50",0.354036260729127
"Q8TF44_IDR_56_298",0.645963739270873
"Q8TF45_IDR_21_114",1
"Q8TF47_IDR_67_247",1
"Q8TF50_IDR_1_109",0.287305284961846
"Q8TF50_IDR_160_471",0.712694715038154
"Q8TF61_IDR_1_544",1
"Q8TF62_IDR_1107_1192",1
"Q8TF64_IDR_1_33",1
"Q8TF65_IDR_1_38",1
"Q8TF66_IDR_477_529",1
"Q8WUA7_IDR_12_191",1
"Q8WUB2_IDR_142_273",0.485956934693729
"Q8WUB2_IDR_1_63",0.514043065306271
"Q8WUB8_IDR_1_64",0.51451778026719
"Q8WUB8_IDR_281_374",0.48548221973281
"Q8WUD1_IDR_181_213",1
"Q8WUD4_IDR_1_101",1
"Q8WUE5_IDR_1_31",1
"Q8WUF5_IDR_1_620",1
"Q8WUF8_IDR_1_34",0.536922876242609
"Q8WUF8_IDR_219_255",0.463077123757391
"Q8WUH6_IDR_1_116",1
"Q8WUI4_IDR_1_514",0.690053087945226
"Q8WUI4_IDR_911_952",0.309946912054774
"Q8WUJ0_IDR_184_223",1
"Q8WUM0_IDR_1_66",1
"Q8WUM4_IDR_710_804",1
"Q8WUM9_IDR_250_499",1
"Q8WUN7_IDR_1_31",1
"Q8WV16_IDR_1_62",1
"Q8WV24_IDR_1_147",0.317360397901219
"Q8WV24_IDR_187_242",0.250024025070261
"Q8WV24_IDR_284_401",0.43261557702852
"Q8WV28_IDR_1_339",1
"Q8WV37_IDR_1_31",0.506950791661553
"Q8WV37_IDR_37_202",0.493049208338447
"Q8WV41_IDR_66_182",1
"Q8WV44_IDR_127_169",0.484836350524931
"Q8WV44_IDR_52_90",0.515163649475069
"Q8WV48_IDR_162_283",0.342713229000527
"Q8WV48_IDR_1_64",0.331086998686013
"Q8WV48_IDR_87_155",0.32619977231346
"Q8WV74_IDR_204_236",1
"Q8WV83_IDR_143_204",0.458205871893855
"Q8WV83_IDR_1_60",0.541794128106145
"Q8WV93_IDR_1_70",1
"Q8WV99_IDR_128_256",1
"Q8WVB6_IDR_1_166",0.226840456780995
"Q8WVB6_IDR_247_277",0.264298869096962
"Q8WVT3_IDR_1_305",1
"Q8WVV4_IDR_1_303",1
"Q8WVV9_IDR_1_70",1
"Q8WVX3_IDR_1_66",1
"Q8WVZ1_IDR_263_309",1
"Q8WVZ7_IDR_310_376",1
"Q8WW01_IDR_1_32",1
"Q8WW12_IDR_1_154",1
"Q8WW18_IDR_1_67",1
"Q8WW34_IDR_18_60",1
"Q8WW36_IDR_1_59",1
"Q8WW38_IDR_1_195",0.149950593580765
"Q8WW38_IDR_204_250",0.132070819682475
"Q8WW38_IDR_275_352",0.174450478482064
"Q8WW38_IDR_358_1117",0.543528108254695
"Q8WW52_IDR_1_36",1
"Q8WWA1_IDR_1_147",1
"Q8WWB3_IDR_73_177",1
"Q8WWB5_IDR_166_213",1
"Q8WWQ0_IDR_1280_1315",0.340204371701014
"Q8WWQ0_IDR_1430_1821",0.325680487625471
"Q8WWR9_IDR_1_45",1
"Q8WWT9_IDR_1_31",0.4648731716679
"Q8WWT9_IDR_167_223",0.5351268283321
"Q8WWU5_IDR_1_39",1
"Q8WWW0_IDR_1_119",0.602386272603592
"Q8WWW0_IDR_173_204",0.397613727396408
"Q8WWW8_IDR_120_395",0.517823229037084
"Q8WWW8_IDR_397_526",0.482176770962916
"Q8WWX8_IDR_562_614",1
"Q8WWY3_IDR_1_45",0.486253649701361
"Q8WWY3_IDR_338_448",0.513746350298639
"Q8WWY6_IDR_1_76",0.49547600633604
"Q8WWY6_IDR_82_121",0.50452399366396
"Q8WWY7_IDR_1_111",1
"Q8WWZ3_IDR_1_105",1
"Q8WWZ4_IDR_704_741",1
"Q8WWZ7_IDR_793_830",1
"Q8WX77_IDR_1_34",1
"Q8WXG1_IDR_37_67",1
"Q8WXG6_IDR_1054_1277",0.295965710363347
"Q8WXG6_IDR_106_170",0.180592040229274
"Q8WXG6_IDR_437_472",0.203790755852769
"Q8WXG6_IDR_607_938",0.31965149355461
"Q8WXH0_IDR_1031_1105",0.188822149890435
"Q8WXH0_IDR_2353_2393",0.198856586497163
"Q8WXH0_IDR_3982_4491",0.211138269357222
"Q8WXH0_IDR_6349_6495",0.227672550158176
"Q8WXH0_IDR_6770_6832",0.173510444097004
"Q8WXH2_IDR_357_410",0.423965987134647
